StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2,Q14,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q4_22,Q4_23,Q4_24,Q4_25,Q4_26,Q4_27,Q4_28,Q4_29,Q4_30,Q4_31,Q4_32,Q4_33,Q4_34,Q4_35,Q4_36,Q4_37,Q4_38,Q4_39,Q4_40,Q4_41,Q4_42,Q4_43,Q4_44,Q4_45,Q4_46,Q4_47,Q4_48,Q4_49,Q4_50,Q4_51,Q4_52,Q4_53,Q4_54,Q4_55,Q4_56,Q4_57,Q4_58,Q4_59,Q4_60,Q6,Q7,Q7_3_TEXT,Q8,Q8_5_TEXT,Q9,Q10,Q11
02/03/2022 19:31,02/03/2022 19:35,0,100,266,1,02/03/2022 19:35,R_3KC4Zobm7BMCPom,anonymous,EN,1,PR12 : Arrrgh studio,4,4,5,1,1,2,5,4,1,5,1,4,4,2,2,4,5,1,4,5,2,1,5,1,4,4,2,2,1,2,5,4,1,5,5,4,3,1,4,4,3,4,4,3,1,4,1,4,1,1,4,4,1,4,2,4,1,4,3,4,19,4,,3,,2,1,2
01/03/2022 07:34,02/03/2022 19:41,0,100,130028,1,02/03/2022 19:41,R_1fZ3WaLKyM1qAqn,anonymous,EN,1,PR12 : DSM IV,3,4,3,2,3,3,5,2,3,5,1,4,4,4,3,4,1,3,4,4,4,3,5,4,1,3,2,2,1,4,5,4,3,3,4,4,4,4,3,4,4,4,4,3,1,4,2,1,2,2,3,5,3,3,2,4,2,2,4,3,18,2,,4,,1,1,5
02/03/2022 19:37,02/03/2022 19:43,0,100,372,1,02/03/2022 19:43,R_6qZqiHNJ29Go4DL,anonymous,EN,1,PR12 : DSM IV,1,3,4,2,3,2,5,4,2,4,4,2,2,3,3,5,4,4,4,4,2,2,5,1,2,4,5,5,2,4,5,4,2,5,4,4,4,4,4,3,1,4,4,4,4,3,4,2,1,2,5,4,3,4,2,1,4,2,4,3,30,2,,4,,2,1,3
02/03/2022 19:41,02/03/2022 19:44,0,100,209,1,02/03/2022 19:44,R_1q1HleiIOcAuyrn,anonymous,EN,1,PR12 : DSM IV,1,4,2,2,4,4,4,4,1,5,2,1,4,3,5,3,1,5,4,5,2,2,4,3,1,5,4,3,4,1,5,1,4,5,3,3,2,4,3,5,3,2,4,4,1,5,1,2,3,4,2,4,5,4,1,4,3,1,1,5,16,1,,4,,1,1,1
02/03/2022 19:40,02/03/2022 19:45,0,100,283,1,02/03/2022 19:45,R_1kMsvCpHxjCCUOv,anonymous,EN,1,PR12 : DSM IV,4,5,4,4,2,4,5,4,4,4,5,2,5,2,4,3,5,5,1,4,4,1,4,2,1,2,5,4,2,2,4,5,4,4,5,1,2,4,4,5,4,4,4,4,2,5,5,1,2,1,4,4,2,4,2,4,5,4,5,4,16,2,,4,,3,2,1
02/03/2022 19:34,02/03/2022 19:45,0,100,652,1,02/03/2022 19:45,R_2Cjk9BqJ2jzvTHO,anonymous,EN,1,PR12 : Arrrgh studio,5,5,5,5,5,4,5,5,5,1,2,5,4,2,4,2,5,1,1,1,4,1,5,5,2,1,5,2,5,4,1,5,1,1,4,3,2,2,1,1,5,2,5,5,2,4,4,5,5,5,3,5,1,1,4,5,4,1,2,1,19,1,,1,,1,1,1
02/03/2022 19:44,02/03/2022 19:50,0,100,376,1,02/03/2022 19:50,R_urCYQ6m5sLGM86t,anonymous,EN,1,PR04 : Freud's Dream Team,4,4,5,3,4,3,4,5,5,3,2,4,3,4,3,4,5,3,4,3,3,3,3,2,4,3,5,2,3,4,3,5,3,4,4,4,4,3,3,3,4,4,4,4,2,3,3,4,3,3,4,4,3,3,4,3,5,3,4,4,24,2,,1,,2,2,1
25/02/2022 19:49,25/02/2022 19:53,0,100,264,1,25/02/2022 19:53,R_30vNVZkGhgO7M44,anonymous,EN,1,PR12 : DSM IV,4,5,1,4,1,4,5,2,5,5,1,1,5,5,5,4,1,4,4,5,4,1,4,4,1,1,4,4,2,1,4,5,4,4,5,2,1,4,4,5,5,4,4,2,2,4,1,1,2,1,1,5,4,4,1,4,3,2,5,5,22,3,non-binary ,5,"queer, greyasexual, gray romantic",2,2,2
02/03/2022 20:02,02/03/2022 20:07,0,100,320,1,02/03/2022 20:07,R_1HbIKuAcCu3IkDL,anonymous,EN,1,PR12 : DSM IV,4,5,3,2,1,5,4,2,4,5,1,2,4,3,3,1,1,4,4,5,4,2,4,5,1,2,4,4,3,1,5,5,2,4,5,2,3,4,1,4,5,1,5,4,1,5,1,4,2,4,1,4,4,1,2,5,4,2,4,5,17,1,,4,,0,1,3
02/03/2022 20:02,02/03/2022 20:13,0,100,652,1,02/03/2022 20:13,R_3HnpKVb24O5X9hN,anonymous,EN,1,PR12 : DSM IV,4,4,5,3,1,4,4,4,3,5,3,3,4,4,4,2,1,1,4,5,4,4,4,2,1,4,4,4,2,1,3,2,1,4,4,2,4,2,4,4,2,4,5,2,1,5,4,4,2,2,3,4,2,4,5,3,5,4,4,4,20,2,,4,,1,2,1
02/03/2022 20:32,02/03/2022 20:36,0,100,261,1,02/03/2022 20:36,R_1gGYnKveJLVKzaP,anonymous,EN,1,PR12 : DSM IV,1,4,2,2,5,2,4,2,2,4,2,3,5,2,4,4,1,4,4,4,4,3,3,5,4,5,3,3,3,4,5,3,4,5,3,4,4,5,3,4,2,4,5,4,2,2,4,2,2,3,4,4,5,3,3,2,4,2,4,2,18,2,,4,,1,1,1
23/02/2022 21:20,23/02/2022 21:21,0,27,23,0,02/03/2022 21:21,R_1lrzcOsUmam2fmf,anonymous,EN,1,PR09 : Extrovision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2022 21:17,02/03/2022 21:22,0,100,299,1,02/03/2022 21:22,R_0p28dDC8EYDUAvL,anonymous,EN,1,PR12 : DSM IV,3,5,4,2,1,1,5,5,4,4,2,2,5,3,2,4,1,4,4,5,3,1,5,4,4,4,4,4,4,3,5,5,2,4,4,3,3,4,4,4,3,2,5,4,4,4,2,2,2,2,4,4,5,4,2,3,5,3,4,2,22,2,,4,,1,1,4
24/02/2022 04:46,02/03/2022 21:29,0,100,578566,1,02/03/2022 21:29,R_2AQGZrFsDV8Hmn9,anonymous,EN,1,PR12 : Beer reviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2022 21:15,02/03/2022 21:30,0,100,847,1,02/03/2022 21:30,R_25XtTKgce1UnBQS,anonymous,EN,1,PR12 : DSM IV,2,2,2,4,1,4,4,4,4,5,4,4,5,1,4,5,4,5,4,5,3,2,5,2,1,4,2,1,4,1,4,3,4,3,5,5,4,4,1,5,1,4,5,5,1,1,4,2,2,4,4,4,5,1,2,2,2,2,1,4,20,2,,4,,1,1,1
01/03/2022 10:55,01/03/2022 10:58,0,100,198,1,01/03/2022 10:58,R_pboKn6ThBveKI5X,anonymous,EN,1,PR14 : Lixdexia Bunnies,3,2,1,2,3,1,1,1,4,1,4,2,5,2,2,3,2,3,1,1,5,1,1,3,3,4,5,1,3,3,1,2,1,2,4,4,3,3,4,4,3,5,1,1,5,1,4,4,2,4,2,2,4,3,2,5,1,3,4,3,98,,,1,,87,77,2
02/03/2022 21:41,02/03/2022 21:48,0,100,441,1,02/03/2022 21:48,R_216xu9K92JiSF19,anonymous,EN,1,PR12 : DSM IV,2,4,4,3,2,1,5,3,2,4,4,2,3,2,2,5,1,3,5,4,2,2,4,4,1,3,5,3,4,2,5,5,2,5,3,5,1,4,5,4,3,1,5,4,2,2,2,3,1,3,3,5,3,4,2,3,4,1,2,3,33,1,,4,,2,2,1
23/02/2022 21:51,23/02/2022 21:51,0,18,8,0,02/03/2022 21:51,R_2qjz4tfyzAGumwD,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 05:59,02/03/2022 22:09,0,100,144613,1,02/03/2022 22:09,R_2RWeZ6Dlc46Bndi,anonymous,EN,1,PR06 : Not Freud,5,4,1,2,2,4,4,5,4,5,1,2,4,4,4,1,1,3,5,5,2,4,5,2,1,5,5,4,2,1,4,4,1,5,4,4,4,1,4,4,2,5,4,2,1,4,5,4,1,3,4,4,2,4,4,5,4,4,4,4,19,4,,4,,2,1,2
02/03/2022 22:06,02/03/2022 22:13,0,100,393,1,02/03/2022 22:13,R_bENHLb8JO1rD9Jf,anonymous,EN,1,PR12 : DSM IV,4,5,5,2,1,3,5,3,4,5,1,2,4,4,4,3,1,2,4,5,3,1,4,2,1,1,4,5,2,1,4,4,1,4,5,2,2,3,4,5,3,3,3,3,1,5,1,4,1,1,4,4,4,4,1,5,4,5,3,5,27,2,,4,,4,2,5
02/03/2022 22:10,02/03/2022 22:18,0,100,463,1,02/03/2022 22:18,R_r3K9ZUfEhEfsYxP,anonymous,EN,1,PR12 : DSM IV,2,5,4,1,1,2,4,2,2,5,4,1,4,3,4,5,1,4,5,5,2,2,5,4,2,1,3,4,2,1,5,4,2,5,5,4,4,5,4,4,2,5,5,3,1,2,4,4,1,1,5,4,5,4,4,3,2,3,2,4,20,2,,4,,0,1,1
02/03/2022 22:18,02/03/2022 22:25,0,100,418,1,02/03/2022 22:25,R_1gU4LMm54Jm16r2,anonymous,EN,1,PR01 : Kentucky Frued Chicken,4,4,2,3,4,3,4,2,3,3,3,4,4,2,3,4,3,5,4,3,4,4,3,2,1,2,4,2,3,4,4,4,5,4,4,4,3,5,3,4,4,4,4,4,4,4,4,1,2,4,5,4,4,2,3,3,3,4,2,3,55,1,,3,,5,5,1
01/03/2022 08:21,01/03/2022 08:28,0,100,376,1,01/03/2022 08:28,R_2aXgwHMnnaw7H8C,anonymous,EN,1,PR12 : DSM IV,3,4,4,1,4,5,5,4,4,5,1,5,4,5,4,4,2,4,5,5,4,4,4,4,1,3,2,5,2,3,5,4,3,5,4,2,4,5,4,5,4,5,4,3,4,5,3,2,1,2,5,5,4,4,1,5,2,3,4,3,21,3,Probably non-binary. Currently working with woman but questionable ,4,,2,2,5
02/03/2022 22:25,02/03/2022 22:35,0,100,559,1,02/03/2022 22:35,R_3nVHparZTD0KtrM,anonymous,EN,1,PR12 : DSM IV,2,4,2,3,5,4,5,2,4,5,2,3,4,2,4,4,2,5,4,5,2,1,2,4,1,2,4,2,2,4,5,4,2,5,4,2,1,4,3,4,3,2,4,4,2,3,4,2,1,1,4,5,4,4,1,4,2,2,2,4,16,2,,4,,1,1,1
02/03/2022 22:39,02/03/2022 22:46,0,100,417,1,02/03/2022 22:46,R_2c7u1vsxCYwDOxN,anonymous,EN,1,PR12 : DSM IV,3,3,3,3,1,4,4,2,4,4,1,3,4,2,5,2,2,4,4,5,4,2,5,4,1,1,4,3,3,2,4,4,2,4,5,2,5,5,2,5,4,4,4,5,1,4,2,3,3,2,3,3,2,2,5,4,4,2,2,3,16,2,,4,,10,7,1
02/03/2022 22:42,02/03/2022 22:47,0,100,290,1,02/03/2022 22:47,R_T7QyIm7D1njBRMl,anonymous,EN,1,PR12 : DSM IV,2,4,4,2,1,4,4,4,2,5,2,4,5,4,5,4,2,4,4,5,4,5,4,2,2,5,2,4,2,1,5,4,4,5,5,4,5,5,4,4,2,5,5,2,2,5,4,4,1,1,5,2,4,4,2,4,1,4,5,5,19,2,,4,,2,1,5
23/02/2022 22:49,23/02/2022 22:50,0,18,60,0,02/03/2022 22:50,R_1gUe0HZ79xZNvAa,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2022 14:52,28/02/2022 14:56,0,100,209,1,28/02/2022 14:56,R_Tecd8ClFTYsHuAp,anonymous,EN,1,PR12 : DSM IV,1,5,1,1,1,1,5,1,2,4,2,4,5,4,4,5,1,5,5,5,1,1,4,2,2,3,4,4,1,1,5,4,3,5,5,5,2,4,5,5,2,5,5,1,2,1,2,1,1,1,4,5,5,5,4,5,4,2,5,4,25,3,Trans,5,Queer/biromantic/asexual,1,2,3
02/03/2022 22:51,02/03/2022 22:59,0,100,487,1,02/03/2022 22:59,R_xabckUvPN5Xc3VD,anonymous,EN,1,PR06 : Not Freud,4,4,4,5,1,4,5,2,5,5,1,4,5,4,5,4,2,2,4,5,4,1,4,5,2,2,5,4,5,1,5,4,2,1,5,1,1,5,2,5,4,1,5,5,1,3,4,1,5,1,4,5,4,1,2,5,5,1,2,5,20,2,,1,,1,1,1
02/03/2022 22:53,02/03/2022 23:02,0,100,554,1,02/03/2022 23:02,R_3KMzvX8lwTTySeZ,anonymous,EN,1,PR12 : DSM IV,1,5,5,2,3,1,5,4,5,5,3,1,4,4,4,5,1,3,4,3,1,3,5,3,2,5,5,5,2,2,5,5,1,2,3,3,4,3,4,5,2,5,4,1,2,3,1,5,4,2,4,4,3,4,3,3,4,4,4,3,45,1,,4,,1,1,2
02/03/2022 22:54,02/03/2022 23:03,0,100,558,1,02/03/2022 23:03,R_2uQX1ASPJ5JEU4a,anonymous,EN,1,PR12 : DSM IV,3,4,5,1,3,1,5,4,3,5,3,3,3,5,4,4,2,1,5,5,1,1,5,1,3,5,4,4,1,2,5,4,1,5,5,4,1,1,4,4,3,5,3,3,1,3,2,4,1,1,3,4,4,4,2,3,5,5,3,5,20,2,,4,,2,2,3
02/03/2022 23:00,02/03/2022 23:06,0,100,370,1,02/03/2022 23:06,R_2CfCIn5ovQcYUXD,anonymous,EN,1,PR12 : DSM IV,3,5,5,2,4,4,5,5,1,5,4,4,4,5,2,2,2,1,4,5,4,3,2,2,4,5,5,4,2,5,5,4,1,5,4,5,5,1,4,2,4,3,4,2,2,2,5,4,2,5,2,5,2,4,3,5,5,4,4,2,16,1,,4,,1,1,2
25/02/2022 22:01,25/02/2022 22:06,0,100,293,1,25/02/2022 22:06,R_1JJaGCdb0ITUkgt,anonymous,EN,1,,4,5,5,3,1,4,5,4,4,5,2,4,3,4,4,3,1,2,5,5,5,4,4,4,1,3,5,4,1,1,4,4,1,4,5,1,3,4,5,4,4,4,3,3,,5,2,5,1,4,2,4,3,5,1,4,4,4,5,4,32,3,Queer,4,,2,1,2
26/02/2022 03:06,26/02/2022 03:15,0,100,482,1,26/02/2022 03:15,R_2SoUhlJYpGVXI2G,anonymous,EN,1,PR09 : Sumnertime Sadness,4,4,5,2,3,2,4,5,3,4,2,4,2,2,3,4,2,1,4,5,3,2,5,4,2,4,3,5,3,4,5,4,1,4,3,2,2,4,3,4,4,2,3,3,1,5,2,4,1,1,5,4,1,2,1,3,4,5,2,4,16,2,,5,questioning,0,1,3
23/02/2022 23:27,23/02/2022 23:28,0,18,13,0,02/03/2022 23:28,R_1FaD2TNdEOWRrwd,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2022 21:24,02/03/2022 23:32,0,100,7673,1,02/03/2022 23:32,R_cNpH7oLTAOJAxwZ,anonymous,EN,1,PR12 : DSM IV,2,5,4,2,1,4,5,2,3,5,2,4,5,3,5,4,1,2,4,5,4,4,4,3,1,4,2,3,2,1,5,4,2,4,5,3,4,4,3,5,3,4,5,3,2,2,4,2,2,1,2,5,4,3,1,4,3,4,4,4,20,2,,4,,2,1,1
02/03/2022 23:32,02/03/2022 23:37,0,100,314,1,02/03/2022 23:38,R_26g9XhvSTgsmDuZ,anonymous,EN,1,PR09 : Pavlov's Puppies,3,3,2,4,3,3,4,3,4,5,1,5,4,4,5,4,1,4,4,3,3,2,4,5,1,2,2,2,4,2,5,4,2,2,4,1,5,3,4,5,4,2,5,4,1,2,3,4,4,2,1,4,5,4,2,4,2,5,3,5,50,1,,1,,2,2,1
02/03/2022 23:31,02/03/2022 23:40,0,100,584,1,02/03/2022 23:40,R_25veNrwmO7xuLDn,anonymous,EN,1,PR12 : DSM IV,3,5,1,5,3,2,5,5,5,5,1,4,5,3,5,5,4,5,3,5,3,1,2,2,1,5,5,4,5,1,5,4,5,3,4,4,2,5,4,5,3,4,5,4,1,2,2,1,1,2,4,5,5,3,3,5,5,1,3,5,31,1,,4,,1,2,2
02/03/2022 23:44,02/03/2022 23:48,0,100,226,1,02/03/2022 23:48,R_0w6QCa0KNxzQHNT,anonymous,EN,1,PR02 : forever jung,4,3,4,4,4,4,3,4,3,4,2,3,4,3,4,1,3,4,3,3,3,3,4,4,2,2,3,4,4,3,2,4,3,4,3,2,4,4,3,4,4,4,4,4,3,5,3,2,2,3,3,3,4,2,3,4,3,4,2,4,19,1,,1,,0,1,1
02/03/2022 23:41,02/03/2022 23:50,0,100,500,1,02/03/2022 23:50,R_1GUnggT8MriGJjL,anonymous,EN,1,"PR02 : Crosby, Stills, Nash & Jung",4,5,5,2,4,2,5,3,2,3,3,2,5,4,3,2,4,5,5,1,1,1,4,3,5,2,5,4,2,2,2,5,2,5,4,4,1,5,4,4,2,4,5,2,2,4,2,4,1,4,3,5,5,3,2,3,5,2,2,4,49,2,,1,,2,3,2
25/02/2022 03:38,25/02/2022 03:48,0,100,590,1,25/02/2022 03:48,R_3IaeKjuwWs3xpkC,anonymous,EN,1,PR13 : Using a uni level psychology assignment to figure out why my older sister is a Drama Queen,2,5,4,4,4,3,5,5,2,5,2,1,4,4,5,5,1,5,3,4,1,1,4,2,1,4,4,2,4,2,5,5,4,5,4,4,4,4,4,5,4,4,5,4,1,2,2,1,1,4,4,4,4,4,1,4,4,1,4,5,21,1,,5,Questioning Asexual,1,1,3
02/03/2022 23:47,02/03/2022 23:58,0,100,618,1,02/03/2022 23:58,R_23Wthd0uM7NQMvH,anonymous,EN,1,PR12 : DSM IV,4,5,4,4,5,3,4,4,4,5,1,2,4,4,4,4,4,3,3,5,2,1,5,4,4,2,5,5,2,5,5,4,2,4,5,4,1,2,4,4,3,3,5,1,1,3,1,3,1,1,5,5,1,4,2,4,4,5,4,4,25,2,,4,,1,1,2
23/02/2022 23:58,23/02/2022 23:59,0,27,89,0,02/03/2022 23:59,R_27EiDpD8OpPyWcg,anonymous,EN,1,PR08 : The Bobo Doll's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2022 23:54,03/03/2022 00:03,0,100,527,1,03/03/2022 00:03,R_pg9fPA3fftScGpr,anonymous,EN,1,PR12 : DSM IV,2,5,1,4,1,1,5,2,2,5,2,3,4,3,4,4,1,5,4,5,1,2,2,2,3,3,5,3,2,2,5,4,4,4,5,4,2,5,4,4,3,3,4,4,2,4,2,1,1,1,3,5,4,4,1,4,4,4,3,4,18,2,,4,,3,3,1
24/02/2022 00:04,24/02/2022 00:06,0,18,74,0,03/03/2022 00:06,R_12K0r0euMQRnKN5,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2022 00:07,24/02/2022 00:08,0,27,23,0,03/03/2022 00:08,R_aaQPCboVgaEeIXD,anonymous,EN,1,PR04 : Anna Freud Fan Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2022 00:04,03/03/2022 00:09,0,100,341,1,03/03/2022 00:09,R_1GEut0Se8wKDkiJ,anonymous,EN,1,PR12 : DSM IV,2,4,2,3,2,2,4,3,4,4,2,3,3,2,3,4,2,4,4,4,2,2,4,2,3,4,4,4,3,2,4,4,4,5,4,4,3,4,4,3,3,2,4,4,1,4,4,2,1,2,4,4,4,4,4,4,4,4,2,2,17,1,,5,Questioning/unsure,1,2,1
03/03/2022 00:02,03/03/2022 00:11,0,100,519,1,03/03/2022 00:11,R_3oXV1QPgJst9dmc,anonymous,EN,1,PR12 : DSM IV,2,4,4,4,4,3,5,4,2,5,1,4,4,2,5,2,3,3,2,4,3,1,4,2,1,4,5,4,4,2,4,4,2,4,3,2,2,2,4,5,2,4,4,4,2,4,4,4,2,2,2,5,2,4,2,2,4,2,2,5,29,1,,4,,3,3,2
24/02/2022 14:38,24/02/2022 14:42,0,100,241,1,24/02/2022 14:42,R_3KClgtCbA15UHfq,anonymous,EN,1,PR14 : The DSM-4,1,4,5,4,1,2,5,5,1,4,4,1,2,4,4,4,1,1,4,5,2,1,5,2,1,5,4,5,1,2,5,4,1,4,5,5,2,2,4,4,2,2,2,4,2,1,1,5,2,1,4,5,2,5,1,4,5,5,4,2,19,3,Questioning,4,,1,1,1
03/03/2022 00:01,03/03/2022 00:13,0,100,676,1,03/03/2022 00:13,R_USWBlj7aZgREzHH,anonymous,EN,1,PR12 : DSM IV,2,4,5,2,1,1,5,4,2,4,4,1,2,5,2,5,2,3,5,5,1,1,5,2,4,4,5,4,4,3,5,4,2,5,5,4,2,2,5,4,2,3,4,4,4,2,4,4,1,1,4,4,2,5,2,3,3,4,2,3,22,2,,4,,3,1,1
24/02/2022 00:12,24/02/2022 00:13,8,18,22,0,03/03/2022 00:13,R_wRBbaqpr35HRdzr,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2022 00:15,24/02/2022 00:15,0,18,22,0,03/03/2022 00:15,R_D0jtomh3KE5989r,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2022 11:28,25/02/2022 11:36,0,100,517,1,25/02/2022 11:36,R_1LSa2cVpqQR1pOF,anonymous,EN,1,PR12 : DSM IV,4,4,4,4,4,3,3,5,3,5,2,4,4,5,5,4,2,1,5,3,5,3,5,2,1,4,4,5,2,2,4,2,1,4,4,1,4,4,5,4,1,5,1,5,1,5,4,4,2,2,1,3,4,4,1,4,4,1,5,4,19,3,Questioning,2,,1,1,3
03/03/2022 00:11,03/03/2022 00:19,0,100,445,1,03/03/2022 00:19,R_2ri7XAnMIclimNk,anonymous,EN,1,PR06 : no Freud-ulent data here,4,5,1,5,1,4,5,1,4,5,1,4,5,1,5,5,1,5,4,5,5,4,1,3,1,1,5,2,5,1,4,5,5,4,5,4,4,4,2,5,5,4,5,5,1,2,4,2,4,1,2,5,5,1,1,5,3,1,1,5,56,2,,1,,3,1,1
03/03/2022 00:15,03/03/2022 00:22,0,100,391,1,03/03/2022 00:22,R_3F3DXMSJfGX85j8,anonymous,EN,1,PR13 : Persona,2,4,4,3,4,3,5,4,4,4,2,4,4,4,3,2,1,2,3,3,4,2,4,3,3,4,4,4,2,4,4,5,2,4,4,3,3,4,4,3,2,2,4,2,4,4,2,4,2,4,4,5,3,4,3,2,4,4,4,2,53,2,,1,,3,2,1
03/03/2022 00:17,03/03/2022 00:22,0,100,351,1,03/03/2022 00:22,R_CkmGU6mdMKHVzOx,anonymous,EN,,PR12 : DSM IV,2,4,4,4,2,2,4,3,1,5,1,3,3,4,5,5,3,4,4,4,2,3,5,3,2,4,2,4,4,2,4,4,4,3,3,3,4,3,5,5,4,5,4,5,2,4,5,3,3,5,4,4,2,4,2,4,2,3,2,4,17,4,,4,,,,5
24/02/2022 00:22,24/02/2022 00:22,0,27,26,0,03/03/2022 00:22,R_1Cx2SgAk55JvfP8,anonymous,EN,1,PR08 : The Bobo Doll's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2022 00:22,24/02/2022 00:23,8,18,15,0,03/03/2022 00:23,R_3RshwAtyiiYSBjk,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2022 00:24,24/02/2022 00:25,0,27,39,0,03/03/2022 00:25,R_2pJiMrfCVQQkrh3,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2022 00:28,24/02/2022 00:29,0,27,51,0,03/03/2022 00:29,R_1F3s8yOtuhogW6k,anonymous,EN,1,PR10 : psych-o's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2022 00:22,03/03/2022 00:30,0,100,478,1,03/03/2022 00:30,R_1jZFg1Mjmu94gAQ,anonymous,EN,1,PR01 : Pavlov's Puppies,2,5,1,2,1,2,5,1,2,5,4,1,5,4,4,5,1,4,5,2,1,1,2,1,2,4,4,5,2,4,4,5,2,4,3,4,1,5,4,4,3,5,5,2,4,1,5,3,4,4,4,5,5,4,2,2,5,4,5,3,48,2,,1,,3,4,1
03/03/2022 00:16,03/03/2022 00:31,0,100,933,1,03/03/2022 00:31,R_3HzTPo2lKBMre3E,anonymous,EN,1,PR12: MEKE,4,4,1,2,2,5,4,2,5,5,1,4,5,1,5,2,1,5,4,2,4,2,2,2,2,4,2,4,2,1,4,5,5,2,5,1,4,4,4,2,4,2,5,2,1,4,2,1,4,2,2,4,4,4,1,5,5,2,4,5,51,2,,1,,2,1,4
24/02/2022 00:34,24/02/2022 00:34,0,18,8,0,03/03/2022 00:34,R_1EXRfwcn8WrEEtz,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2022 00:28,03/03/2022 00:36,0,100,464,1,03/03/2022 00:36,R_qEYZyaMfQtZDUl3,anonymous,EN,1,PR09 : Pavlov's Puppies,2,5,1,4,1,5,5,2,4,5,1,4,5,3,5,3,1,5,4,3,5,2,2,3,2,2,5,1,4,5,4,5,5,5,5,2,1,5,4,5,4,5,5,5,1,4,1,1,2,3,2,5,5,4,2,5,5,3,4,4,45,2,,1,,1,2,1
03/03/2022 00:33,03/03/2022 00:37,0,100,264,1,03/03/2022 00:37,R_3PzOHFyPB5YoZs8,anonymous,EN,1,PR13 : KES,4,5,1,2,2,3,5,3,4,5,2,3,4,4,4,2,5,4,5,4,5,1,1,2,3,2,4,1,3,2,1,5,5,5,3,2,4,5,4,5,4,4,5,2,1,4,2,1,2,4,2,5,5,4,3,4,4,1,5,4,18,2,,1,,1,,1
03/03/2022 00:30,03/03/2022 00:39,0,100,543,1,03/03/2022 00:39,R_1dsMlXzYXMcPnMx,anonymous,EN,1,PR12 : DSM IV,1,5,4,2,1,4,5,4,1,5,4,2,3,3,4,5,1,4,5,5,3,1,5,1,1,2,5,2,3,1,5,5,2,5,5,3,4,4,5,5,1,5,4,5,1,1,4,3,1,1,4,5,4,5,1,2,1,1,2,4,17,2,,4,,0,1,1
03/03/2022 00:35,03/03/2022 00:42,0,100,415,1,03/03/2022 00:42,R_3MKXmxtel1wny1y,anonymous,EN,1,PR13 : Persona,5,5,2,4,2,5,5,2,4,4,2,4,5,4,5,2,1,5,4,3,5,4,2,5,2,2,5,3,5,2,4,5,5,2,4,2,4,5,4,4,4,4,5,1,2,4,1,1,2,1,2,5,5,2,4,4,2,4,3,3,54,1,,1,,2,2,1
